,pmid,pm_link,date_pub,journal,abstract,title,mesh,concept_id_1,concept_me,study_design,data_type,domain_id,category_name,n_participants,geography
167,25615006,https://pubmed.ncbi.nlm.nih.gov/25615006,['2015 Feb'],['Jourl of maged care & specialty pharmacy'],"[""BACKGROUND: Gout is a chronic inflammatory condition associated with poor urate  metabolism. Xanthine oxidase inhibitors such as allopurinol and febuxostat are  recommended to reduce uric acid levels and to prevent gout attacks in adult  patients. Under budget-driven constraints, health care payers are faced with the  broader challenge of assessing the economic value of these agents for formulary  placement. However, the economic value of allopurinol versus febuxostat has not be  assessed in patients with gout over a 5-year time period in the United States.  OBJECTIVE: To evaluate the cost-effectiveness of allopurinol versus febuxostat in  adult patients with gout over a 5-year time period from a U.S. health care payer's  perspective. METHODS: A Markov model was developed to compare the total direct costs  and success of serum uric acid (sUA) level reduction associated with allopurinol and  febuxostat. Treatment success was defined as patient achievement of a sUA level less  than u20096 mg/dL (0.36 mmol/L) at 6 months. Event probabilities were based on published  phase III randomized clinical trials and included long-term sequelae from open-label  extension studies. A hypothetical cohort of 1,000 adult gout patients with sUA  levels of ≥u20098 mg/dL (0.48 mmol/L) who had received either allopurinol 300 mg or  febuxostat 80 mg at model entry transitioned among the 4 health states defined by  treatment success, treatment failure and switch, treatment dropout, and death. The  length of each Markov cycle was 6 months. Costs were gathered from the RED BOOK,  Medicare fee schedules, Healthcare Cost and Utilization Project's tionwide  Inpatient Sample, and for a limited number of inputs, expert consultation. Direct  costs included treatment drug costs, costs for prophylaxis drugs, diagnostic  laboratory tests, and the treatment and magement of acute gout flare. Resource  utilization was based on clinical evidence and expert consultation. All costs were  inflated to 2014 U.S. dollars and were discounted at 3% in the base case. One-way  sensitivity alysis and probabilistic sensitivity alyses (PSAs) were performed to  assess the robustness of the results. RESULTS: The total per patient cost incurred  over 5 years was $50,295 for febuxostat and $48,413 for allopurinol, with an  incremental total cost of $1,882. The expected percentage of treatment success  during the 5-year period was 72 for febuxostat and 42 for allopurinol, resulting in  an incremental percentage of treatment success of 30. The estimated incremental  cost-effectiveness ratio for febuxostat compared with allopurinol was $6,322 per  treatment success over a 5-year time period. The one-way sensitivity alysis  indicated that the results were sensitive to probability of treatment success for  allopurinol, probability of treatment dropouts for both allopurinol and febuxostat,  and the probability of failure and switch to allopurinol. PSAs demonstrated that at  a willingness-to-pay threshold of $50,000 per treatment success, febuxostat was  cost-effective compared with allopurinol. CONCLUSIONS: Febuxostat was found to be a  cost-effective option compared with allopurinol based on a U.S. payer perspective.FAU - Gandhi, Prav KAU - Gandhi PKAD - South College School of Pharmacy, 400 Goodys Ln., Knoxville, TN 37922.  pgandhi@southcollegetn.edu.FAU - Gentry, William MAU - Gentry WMFAU - Ma, QinliAU - Ma Q""]",['Cost-effectiveness alysis of allopurinol versus febuxostat in chronic gout  patients: a U.S. payer perspective'],uric acid,43532213,uric acid,markov model,clinical trial,Drug,Other Drug,1000,United States
168,25616995,https://pubmed.ncbi.nlm.nih.gov/25616995,['2015 Jul-Aug'],['Psychosomatics'],"['BACKGROUND: Depression is prevalent in patients receiving hospice care. Standard  antidepressant medications do not work rapidly enough in this setting. Evidence  suggests that ketamine rapidly treats treatment refractory depression in the general  population. Ketamine׳s role for treating depression in the hospice population  warrants further study. METHODS: A retrospective medical record review of 31  inpatients receiving hospice care who received ketamine for depression on a clinical  basis was conducted. The primary outcome measure was the Clinical Global Impression  Scale, which was used retrospectively to rate subjects׳ therapeutic improvement,  global improvement, and side effects from ketamine over 21 days. Additiolly, time  to onset of therapeutic effect was alyzed. RESULTS: Using the Clinical Global  Impression Scale, ketamine was found to be significantly therapeutically effective  through the first week after ketamine dosing (p < 0.05), with 93% of patients  showing positive results for days 0-3 and 80% for days 4-7 following ketamine  dosing. Patients experienced global improvement during all 4 studied time periods  following ketamine dosing (p < 0.05). Significantly more patients had either no side  effects or side effects that did not significantly impair functioning at each of the  4 assessed time periods following ketamine dosing (p < 0.05). Additiolly,  significantly more patients experienced their first therapeutic response during days  0-1 following ketamine dosing (p < 0.001) than during any other time period.  CONCLUSIONS: These data suggest that ketamine may be a safe, effective, and rapid  treatment for clinical depression in patients receiving hospice care. Blinded,  randomized, and controlled trials are required to substantiate these findings and  support further clinical use of this medication in hospice settings.']",['Ketamine for the treatment of depression in patients receiving hospice care: a  retrospective medical record review of thirty-one cases'],depressive disorder,440383,depressive disorder,retrospective,EMR/EHR,Condition,Mental disease,31,
169,25616995,https://pubmed.ncbi.nlm.nih.gov/25616995,['2015 Jul-Aug'],['Psychosomatics'],"['BACKGROUND: Depression is prevalent in patients receiving hospice care. Standard  antidepressant medications do not work rapidly enough in this setting. Evidence  suggests that ketamine rapidly treats treatment refractory depression in the general  population. Ketamine׳s role for treating depression in the hospice population  warrants further study. METHODS: A retrospective medical record review of 31  inpatients receiving hospice care who received ketamine for depression on a clinical  basis was conducted. The primary outcome measure was the Clinical Global Impression  Scale, which was used retrospectively to rate subjects׳ therapeutic improvement,  global improvement, and side effects from ketamine over 21 days. Additiolly, time  to onset of therapeutic effect was alyzed. RESULTS: Using the Clinical Global  Impression Scale, ketamine was found to be significantly therapeutically effective  through the first week after ketamine dosing (p < 0.05), with 93% of patients  showing positive results for days 0-3 and 80% for days 4-7 following ketamine  dosing. Patients experienced global improvement during all 4 studied time periods  following ketamine dosing (p < 0.05). Significantly more patients had either no side  effects or side effects that did not significantly impair functioning at each of the  4 assessed time periods following ketamine dosing (p < 0.05). Additiolly,  significantly more patients experienced their first therapeutic response during days  0-1 following ketamine dosing (p < 0.001) than during any other time period.  CONCLUSIONS: These data suggest that ketamine may be a safe, effective, and rapid  treatment for clinical depression in patients receiving hospice care. Blinded,  randomized, and controlled trials are required to substantiate these findings and  support further clinical use of this medication in hospice settings.']",['Ketamine for the treatment of depression in patients receiving hospice care: a  retrospective medical record review of thirty-one cases'],hospice care,4301458,hospice care,retrospective,EMR/EHR,Procedure,,31,
170,25616995,https://pubmed.ncbi.nlm.nih.gov/25616995,['2015 Jul-Aug'],['Psychosomatics'],"['BACKGROUND: Depression is prevalent in patients receiving hospice care. Standard  antidepressant medications do not work rapidly enough in this setting. Evidence  suggests that ketamine rapidly treats treatment refractory depression in the general  population. Ketamine׳s role for treating depression in the hospice population  warrants further study. METHODS: A retrospective medical record review of 31  inpatients receiving hospice care who received ketamine for depression on a clinical  basis was conducted. The primary outcome measure was the Clinical Global Impression  Scale, which was used retrospectively to rate subjects׳ therapeutic improvement,  global improvement, and side effects from ketamine over 21 days. Additiolly, time  to onset of therapeutic effect was alyzed. RESULTS: Using the Clinical Global  Impression Scale, ketamine was found to be significantly therapeutically effective  through the first week after ketamine dosing (p < 0.05), with 93% of patients  showing positive results for days 0-3 and 80% for days 4-7 following ketamine  dosing. Patients experienced global improvement during all 4 studied time periods  following ketamine dosing (p < 0.05). Significantly more patients had either no side  effects or side effects that did not significantly impair functioning at each of the  4 assessed time periods following ketamine dosing (p < 0.05). Additiolly,  significantly more patients experienced their first therapeutic response during days  0-1 following ketamine dosing (p < 0.001) than during any other time period.  CONCLUSIONS: These data suggest that ketamine may be a safe, effective, and rapid  treatment for clinical depression in patients receiving hospice care. Blinded,  randomized, and controlled trials are required to substantiate these findings and  support further clinical use of this medication in hospice settings.']",['Ketamine for the treatment of depression in patients receiving hospice care: a  retrospective medical record review of thirty-one cases'],ketamine,785649,ketamine,retrospective,EMR/EHR,Drug,NERVOUS SYSTEM,31,
171,25617035,https://pubmed.ncbi.nlm.nih.gov/25617035,['2015 Jun'],['Clinical lymphoma'],"['BACKGROUND: Connect MM is the first and largest observatiol, noninterventiol,  prospective registry of patients newly diagnosed with multiple myeloma (NDMM) in the  United States. It collects longitudil data on patients within clinical practice  including patients in clinical trials. PATIENTS AND METHODS: Of the 1513 patients  enrolled, 1493 were protocol-eligible. RESULTS: Median age was 67 years, 81.9%  (1223/1493) were Caucasian, and 57.2% (854/1493) were male. Of these patients, 26.5%  (232/877) were Intertiol Staging System stage I, 34.9% (306/877) stage II, and  38.7% (339/877) stage III. Eastern Cooperative Oncology Group performance status of  0/1/2 were reported in 96.6% (1017/1053). Clol plasma cells > 10% were found in  91.6% (1282/1399) of patients and M-component in 98.8% (1343/1359). Hypercalcemia  was present in 7.3% (108/1481) of patients, serum creatinine > 2 mg/dL in 18.3%  (271/1484), anemia in 45.1% (673/1493), and bone involvement in 76.7% (1143/1490).  Of the 15 tiol Comprehensive Cancer Network (NCCN) recommended diagnostic tests,  a median of 12 were performed. Lactate dehydrogese assessment, serum free light  chain ratio, and immunofixation were reported in 38.4% (574/1493), 62.1% (927/1493),  and 66% (985/1493) of patients, respectively. Quantitative immunoglobulin, β-2  microglobulin, and protein electrophoresis (serum or urine) were reported in 72.3%  (1080/1493), 74.1% (1107/1493), and 78.0% (1164/1493) of patients, respectively.  Bone marrow biopsy was reported in 92.2% (1376/1493), but conventiol cytogenetic  and fluorescence in situ hybridization alysis were reported in only 63.2%  (944/1493) and 59.8% (893/1493) of patients, respectively. A high-risk cytogenetic  profile (according to Intertiol Myeloma Working Group [IMWG] criteria) was found  in 16.9% (253/1493). CONCLUSION: This alysis provides insight into the demographic  and disease characteristics of NDMM patients in a range of clinical practices.  Creating solid records of baseline patient disease characteristics using suggested  NCCN diagnostic work-up and IMWG criteria provides a foundation for monitoring  disease progression and response to treatment.']",['Connect MM Registry: The Importance of Establishing Baseline Disease  Characteristics'],anemia,439777,anemia,retrospective,registry,Condition,Blood disease,1513,United States
172,25617035,https://pubmed.ncbi.nlm.nih.gov/25617035,['2015 Jun'],['Clinical lymphoma'],"['BACKGROUND: Connect MM is the first and largest observatiol, noninterventiol,  prospective registry of patients newly diagnosed with multiple myeloma (NDMM) in the  United States. It collects longitudil data on patients within clinical practice  including patients in clinical trials. PATIENTS AND METHODS: Of the 1513 patients  enrolled, 1493 were protocol-eligible. RESULTS: Median age was 67 years, 81.9%  (1223/1493) were Caucasian, and 57.2% (854/1493) were male. Of these patients, 26.5%  (232/877) were Intertiol Staging System stage I, 34.9% (306/877) stage II, and  38.7% (339/877) stage III. Eastern Cooperative Oncology Group performance status of  0/1/2 were reported in 96.6% (1017/1053). Clol plasma cells > 10% were found in  91.6% (1282/1399) of patients and M-component in 98.8% (1343/1359). Hypercalcemia  was present in 7.3% (108/1481) of patients, serum creatinine > 2 mg/dL in 18.3%  (271/1484), anemia in 45.1% (673/1493), and bone involvement in 76.7% (1143/1490).  Of the 15 tiol Comprehensive Cancer Network (NCCN) recommended diagnostic tests,  a median of 12 were performed. Lactate dehydrogese assessment, serum free light  chain ratio, and immunofixation were reported in 38.4% (574/1493), 62.1% (927/1493),  and 66% (985/1493) of patients, respectively. Quantitative immunoglobulin, β-2  microglobulin, and protein electrophoresis (serum or urine) were reported in 72.3%  (1080/1493), 74.1% (1107/1493), and 78.0% (1164/1493) of patients, respectively.  Bone marrow biopsy was reported in 92.2% (1376/1493), but conventiol cytogenetic  and fluorescence in situ hybridization alysis were reported in only 63.2%  (944/1493) and 59.8% (893/1493) of patients, respectively. A high-risk cytogenetic  profile (according to Intertiol Myeloma Working Group [IMWG] criteria) was found  in 16.9% (253/1493). CONCLUSION: This alysis provides insight into the demographic  and disease characteristics of NDMM patients in a range of clinical practices.  Creating solid records of baseline patient disease characteristics using suggested  NCCN diagnostic work-up and IMWG criteria provides a foundation for monitoring  disease progression and response to treatment.']",['Connect MM Registry: The Importance of Establishing Baseline Disease  Characteristics'],neoplasm staging,4123018,neoplasm staging,retrospective,registry,Measurement,,1513,United States
173,25617035,https://pubmed.ncbi.nlm.nih.gov/25617035,['2015 Jun'],['Clinical lymphoma'],"['BACKGROUND: Connect MM is the first and largest observatiol, noninterventiol,  prospective registry of patients newly diagnosed with multiple myeloma (NDMM) in the  United States. It collects longitudil data on patients within clinical practice  including patients in clinical trials. PATIENTS AND METHODS: Of the 1513 patients  enrolled, 1493 were protocol-eligible. RESULTS: Median age was 67 years, 81.9%  (1223/1493) were Caucasian, and 57.2% (854/1493) were male. Of these patients, 26.5%  (232/877) were Intertiol Staging System stage I, 34.9% (306/877) stage II, and  38.7% (339/877) stage III. Eastern Cooperative Oncology Group performance status of  0/1/2 were reported in 96.6% (1017/1053). Clol plasma cells > 10% were found in  91.6% (1282/1399) of patients and M-component in 98.8% (1343/1359). Hypercalcemia  was present in 7.3% (108/1481) of patients, serum creatinine > 2 mg/dL in 18.3%  (271/1484), anemia in 45.1% (673/1493), and bone involvement in 76.7% (1143/1490).  Of the 15 tiol Comprehensive Cancer Network (NCCN) recommended diagnostic tests,  a median of 12 were performed. Lactate dehydrogese assessment, serum free light  chain ratio, and immunofixation were reported in 38.4% (574/1493), 62.1% (927/1493),  and 66% (985/1493) of patients, respectively. Quantitative immunoglobulin, β-2  microglobulin, and protein electrophoresis (serum or urine) were reported in 72.3%  (1080/1493), 74.1% (1107/1493), and 78.0% (1164/1493) of patients, respectively.  Bone marrow biopsy was reported in 92.2% (1376/1493), but conventiol cytogenetic  and fluorescence in situ hybridization alysis were reported in only 63.2%  (944/1493) and 59.8% (893/1493) of patients, respectively. A high-risk cytogenetic  profile (according to Intertiol Myeloma Working Group [IMWG] criteria) was found  in 16.9% (253/1493). CONCLUSION: This alysis provides insight into the demographic  and disease characteristics of NDMM patients in a range of clinical practices.  Creating solid records of baseline patient disease characteristics using suggested  NCCN diagnostic work-up and IMWG criteria provides a foundation for monitoring  disease progression and response to treatment.']",['Connect MM Registry: The Importance of Establishing Baseline Disease  Characteristics'],tomography,4161190,tomography,retrospective,registry,Procedure,,1513,United States
174,25617035,https://pubmed.ncbi.nlm.nih.gov/25617035,['2015 Jun'],['Clinical lymphoma'],"['BACKGROUND: Connect MM is the first and largest observatiol, noninterventiol,  prospective registry of patients newly diagnosed with multiple myeloma (NDMM) in the  United States. It collects longitudil data on patients within clinical practice  including patients in clinical trials. PATIENTS AND METHODS: Of the 1513 patients  enrolled, 1493 were protocol-eligible. RESULTS: Median age was 67 years, 81.9%  (1223/1493) were Caucasian, and 57.2% (854/1493) were male. Of these patients, 26.5%  (232/877) were Intertiol Staging System stage I, 34.9% (306/877) stage II, and  38.7% (339/877) stage III. Eastern Cooperative Oncology Group performance status of  0/1/2 were reported in 96.6% (1017/1053). Clol plasma cells > 10% were found in  91.6% (1282/1399) of patients and M-component in 98.8% (1343/1359). Hypercalcemia  was present in 7.3% (108/1481) of patients, serum creatinine > 2 mg/dL in 18.3%  (271/1484), anemia in 45.1% (673/1493), and bone involvement in 76.7% (1143/1490).  Of the 15 tiol Comprehensive Cancer Network (NCCN) recommended diagnostic tests,  a median of 12 were performed. Lactate dehydrogese assessment, serum free light  chain ratio, and immunofixation were reported in 38.4% (574/1493), 62.1% (927/1493),  and 66% (985/1493) of patients, respectively. Quantitative immunoglobulin, β-2  microglobulin, and protein electrophoresis (serum or urine) were reported in 72.3%  (1080/1493), 74.1% (1107/1493), and 78.0% (1164/1493) of patients, respectively.  Bone marrow biopsy was reported in 92.2% (1376/1493), but conventiol cytogenetic  and fluorescence in situ hybridization alysis were reported in only 63.2%  (944/1493) and 59.8% (893/1493) of patients, respectively. A high-risk cytogenetic  profile (according to Intertiol Myeloma Working Group [IMWG] criteria) was found  in 16.9% (253/1493). CONCLUSION: This alysis provides insight into the demographic  and disease characteristics of NDMM patients in a range of clinical practices.  Creating solid records of baseline patient disease characteristics using suggested  NCCN diagnostic work-up and IMWG criteria provides a foundation for monitoring  disease progression and response to treatment.']",['Connect MM Registry: The Importance of Establishing Baseline Disease  Characteristics'],creatinine,19071968,creatinine,retrospective,registry,Drug,Other Drug,1513,United States
175,25617035,https://pubmed.ncbi.nlm.nih.gov/25617035,['2015 Jun'],['Clinical lymphoma'],"['BACKGROUND: Connect MM is the first and largest observatiol, noninterventiol,  prospective registry of patients newly diagnosed with multiple myeloma (NDMM) in the  United States. It collects longitudil data on patients within clinical practice  including patients in clinical trials. PATIENTS AND METHODS: Of the 1513 patients  enrolled, 1493 were protocol-eligible. RESULTS: Median age was 67 years, 81.9%  (1223/1493) were Caucasian, and 57.2% (854/1493) were male. Of these patients, 26.5%  (232/877) were Intertiol Staging System stage I, 34.9% (306/877) stage II, and  38.7% (339/877) stage III. Eastern Cooperative Oncology Group performance status of  0/1/2 were reported in 96.6% (1017/1053). Clol plasma cells > 10% were found in  91.6% (1282/1399) of patients and M-component in 98.8% (1343/1359). Hypercalcemia  was present in 7.3% (108/1481) of patients, serum creatinine > 2 mg/dL in 18.3%  (271/1484), anemia in 45.1% (673/1493), and bone involvement in 76.7% (1143/1490).  Of the 15 tiol Comprehensive Cancer Network (NCCN) recommended diagnostic tests,  a median of 12 were performed. Lactate dehydrogese assessment, serum free light  chain ratio, and immunofixation were reported in 38.4% (574/1493), 62.1% (927/1493),  and 66% (985/1493) of patients, respectively. Quantitative immunoglobulin, β-2  microglobulin, and protein electrophoresis (serum or urine) were reported in 72.3%  (1080/1493), 74.1% (1107/1493), and 78.0% (1164/1493) of patients, respectively.  Bone marrow biopsy was reported in 92.2% (1376/1493), but conventiol cytogenetic  and fluorescence in situ hybridization alysis were reported in only 63.2%  (944/1493) and 59.8% (893/1493) of patients, respectively. A high-risk cytogenetic  profile (according to Intertiol Myeloma Working Group [IMWG] criteria) was found  in 16.9% (253/1493). CONCLUSION: This alysis provides insight into the demographic  and disease characteristics of NDMM patients in a range of clinical practices.  Creating solid records of baseline patient disease characteristics using suggested  NCCN diagnostic work-up and IMWG criteria provides a foundation for monitoring  disease progression and response to treatment.']",['Connect MM Registry: The Importance of Establishing Baseline Disease  Characteristics'],multiple myeloma,437233,multiple myeloma,retrospective,registry,Condition,Neoplasm,1513,United States
176,25617035,https://pubmed.ncbi.nlm.nih.gov/25617035,['2015 Jun'],['Clinical lymphoma'],"['BACKGROUND: Connect MM is the first and largest observatiol, noninterventiol,  prospective registry of patients newly diagnosed with multiple myeloma (NDMM) in the  United States. It collects longitudil data on patients within clinical practice  including patients in clinical trials. PATIENTS AND METHODS: Of the 1513 patients  enrolled, 1493 were protocol-eligible. RESULTS: Median age was 67 years, 81.9%  (1223/1493) were Caucasian, and 57.2% (854/1493) were male. Of these patients, 26.5%  (232/877) were Intertiol Staging System stage I, 34.9% (306/877) stage II, and  38.7% (339/877) stage III. Eastern Cooperative Oncology Group performance status of  0/1/2 were reported in 96.6% (1017/1053). Clol plasma cells > 10% were found in  91.6% (1282/1399) of patients and M-component in 98.8% (1343/1359). Hypercalcemia  was present in 7.3% (108/1481) of patients, serum creatinine > 2 mg/dL in 18.3%  (271/1484), anemia in 45.1% (673/1493), and bone involvement in 76.7% (1143/1490).  Of the 15 tiol Comprehensive Cancer Network (NCCN) recommended diagnostic tests,  a median of 12 were performed. Lactate dehydrogese assessment, serum free light  chain ratio, and immunofixation were reported in 38.4% (574/1493), 62.1% (927/1493),  and 66% (985/1493) of patients, respectively. Quantitative immunoglobulin, β-2  microglobulin, and protein electrophoresis (serum or urine) were reported in 72.3%  (1080/1493), 74.1% (1107/1493), and 78.0% (1164/1493) of patients, respectively.  Bone marrow biopsy was reported in 92.2% (1376/1493), but conventiol cytogenetic  and fluorescence in situ hybridization alysis were reported in only 63.2%  (944/1493) and 59.8% (893/1493) of patients, respectively. A high-risk cytogenetic  profile (according to Intertiol Myeloma Working Group [IMWG] criteria) was found  in 16.9% (253/1493). CONCLUSION: This alysis provides insight into the demographic  and disease characteristics of NDMM patients in a range of clinical practices.  Creating solid records of baseline patient disease characteristics using suggested  NCCN diagnostic work-up and IMWG criteria provides a foundation for monitoring  disease progression and response to treatment.']",['Connect MM Registry: The Importance of Establishing Baseline Disease  Characteristics'],biopsy,4311405,biopsy,retrospective,registry,Procedure,,1513,United States
177,25617035,https://pubmed.ncbi.nlm.nih.gov/25617035,['2015 Jun'],['Clinical lymphoma'],"['BACKGROUND: Connect MM is the first and largest observatiol, noninterventiol,  prospective registry of patients newly diagnosed with multiple myeloma (NDMM) in the  United States. It collects longitudil data on patients within clinical practice  including patients in clinical trials. PATIENTS AND METHODS: Of the 1513 patients  enrolled, 1493 were protocol-eligible. RESULTS: Median age was 67 years, 81.9%  (1223/1493) were Caucasian, and 57.2% (854/1493) were male. Of these patients, 26.5%  (232/877) were Intertiol Staging System stage I, 34.9% (306/877) stage II, and  38.7% (339/877) stage III. Eastern Cooperative Oncology Group performance status of  0/1/2 were reported in 96.6% (1017/1053). Clol plasma cells > 10% were found in  91.6% (1282/1399) of patients and M-component in 98.8% (1343/1359). Hypercalcemia  was present in 7.3% (108/1481) of patients, serum creatinine > 2 mg/dL in 18.3%  (271/1484), anemia in 45.1% (673/1493), and bone involvement in 76.7% (1143/1490).  Of the 15 tiol Comprehensive Cancer Network (NCCN) recommended diagnostic tests,  a median of 12 were performed. Lactate dehydrogese assessment, serum free light  chain ratio, and immunofixation were reported in 38.4% (574/1493), 62.1% (927/1493),  and 66% (985/1493) of patients, respectively. Quantitative immunoglobulin, β-2  microglobulin, and protein electrophoresis (serum or urine) were reported in 72.3%  (1080/1493), 74.1% (1107/1493), and 78.0% (1164/1493) of patients, respectively.  Bone marrow biopsy was reported in 92.2% (1376/1493), but conventiol cytogenetic  and fluorescence in situ hybridization alysis were reported in only 63.2%  (944/1493) and 59.8% (893/1493) of patients, respectively. A high-risk cytogenetic  profile (according to Intertiol Myeloma Working Group [IMWG] criteria) was found  in 16.9% (253/1493). CONCLUSION: This alysis provides insight into the demographic  and disease characteristics of NDMM patients in a range of clinical practices.  Creating solid records of baseline patient disease characteristics using suggested  NCCN diagnostic work-up and IMWG criteria provides a foundation for monitoring  disease progression and response to treatment.']",['Connect MM Registry: The Importance of Establishing Baseline Disease  Characteristics'],blood cell count,4339397,blood cell count,retrospective,registry,Measurement,,1513,United States
178,25617035,https://pubmed.ncbi.nlm.nih.gov/25617035,['2015 Jun'],['Clinical lymphoma'],"['BACKGROUND: Connect MM is the first and largest observatiol, noninterventiol,  prospective registry of patients newly diagnosed with multiple myeloma (NDMM) in the  United States. It collects longitudil data on patients within clinical practice  including patients in clinical trials. PATIENTS AND METHODS: Of the 1513 patients  enrolled, 1493 were protocol-eligible. RESULTS: Median age was 67 years, 81.9%  (1223/1493) were Caucasian, and 57.2% (854/1493) were male. Of these patients, 26.5%  (232/877) were Intertiol Staging System stage I, 34.9% (306/877) stage II, and  38.7% (339/877) stage III. Eastern Cooperative Oncology Group performance status of  0/1/2 were reported in 96.6% (1017/1053). Clol plasma cells > 10% were found in  91.6% (1282/1399) of patients and M-component in 98.8% (1343/1359). Hypercalcemia  was present in 7.3% (108/1481) of patients, serum creatinine > 2 mg/dL in 18.3%  (271/1484), anemia in 45.1% (673/1493), and bone involvement in 76.7% (1143/1490).  Of the 15 tiol Comprehensive Cancer Network (NCCN) recommended diagnostic tests,  a median of 12 were performed. Lactate dehydrogese assessment, serum free light  chain ratio, and immunofixation were reported in 38.4% (574/1493), 62.1% (927/1493),  and 66% (985/1493) of patients, respectively. Quantitative immunoglobulin, β-2  microglobulin, and protein electrophoresis (serum or urine) were reported in 72.3%  (1080/1493), 74.1% (1107/1493), and 78.0% (1164/1493) of patients, respectively.  Bone marrow biopsy was reported in 92.2% (1376/1493), but conventiol cytogenetic  and fluorescence in situ hybridization alysis were reported in only 63.2%  (944/1493) and 59.8% (893/1493) of patients, respectively. A high-risk cytogenetic  profile (according to Intertiol Myeloma Working Group [IMWG] criteria) was found  in 16.9% (253/1493). CONCLUSION: This alysis provides insight into the demographic  and disease characteristics of NDMM patients in a range of clinical practices.  Creating solid records of baseline patient disease characteristics using suggested  NCCN diagnostic work-up and IMWG criteria provides a foundation for monitoring  disease progression and response to treatment.']",['Connect MM Registry: The Importance of Establishing Baseline Disease  Characteristics'],bone diseases,75909,bone diseases,retrospective,registry,Condition,Soft tissue or bone disease,1513,United States
179,25617035,https://pubmed.ncbi.nlm.nih.gov/25617035,['2015 Jun'],['Clinical lymphoma'],"['BACKGROUND: Connect MM is the first and largest observatiol, noninterventiol,  prospective registry of patients newly diagnosed with multiple myeloma (NDMM) in the  United States. It collects longitudil data on patients within clinical practice  including patients in clinical trials. PATIENTS AND METHODS: Of the 1513 patients  enrolled, 1493 were protocol-eligible. RESULTS: Median age was 67 years, 81.9%  (1223/1493) were Caucasian, and 57.2% (854/1493) were male. Of these patients, 26.5%  (232/877) were Intertiol Staging System stage I, 34.9% (306/877) stage II, and  38.7% (339/877) stage III. Eastern Cooperative Oncology Group performance status of  0/1/2 were reported in 96.6% (1017/1053). Clol plasma cells > 10% were found in  91.6% (1282/1399) of patients and M-component in 98.8% (1343/1359). Hypercalcemia  was present in 7.3% (108/1481) of patients, serum creatinine > 2 mg/dL in 18.3%  (271/1484), anemia in 45.1% (673/1493), and bone involvement in 76.7% (1143/1490).  Of the 15 tiol Comprehensive Cancer Network (NCCN) recommended diagnostic tests,  a median of 12 were performed. Lactate dehydrogese assessment, serum free light  chain ratio, and immunofixation were reported in 38.4% (574/1493), 62.1% (927/1493),  and 66% (985/1493) of patients, respectively. Quantitative immunoglobulin, β-2  microglobulin, and protein electrophoresis (serum or urine) were reported in 72.3%  (1080/1493), 74.1% (1107/1493), and 78.0% (1164/1493) of patients, respectively.  Bone marrow biopsy was reported in 92.2% (1376/1493), but conventiol cytogenetic  and fluorescence in situ hybridization alysis were reported in only 63.2%  (944/1493) and 59.8% (893/1493) of patients, respectively. A high-risk cytogenetic  profile (according to Intertiol Myeloma Working Group [IMWG] criteria) was found  in 16.9% (253/1493). CONCLUSION: This alysis provides insight into the demographic  and disease characteristics of NDMM patients in a range of clinical practices.  Creating solid records of baseline patient disease characteristics using suggested  NCCN diagnostic work-up and IMWG criteria provides a foundation for monitoring  disease progression and response to treatment.']",['Connect MM Registry: The Importance of Establishing Baseline Disease  Characteristics'],hypercalcemia,4055577,hypercalcemia,retrospective,registry,Condition,Other Condition,1513,United States
